64642:1.0	0.7225273536420722	0.21944214299262663	0.3771923535631569	0.3771923535631569	0.0035766333239705167	0.4203503845086819	0.6483443410015097	0.3771923535631569	0.6483443410015097	0.6483443410015097	0.6483443410015097	0.21944214299262663	0.6483443410015097	0.46844652095263406	0.6483443410015097	0.09224258918435976	0.4203503845086819	0.6483443410015097	0.6483443410015097	0.5817778142098082	0.3037146509214855	0.7225273536420722	0.5817778142098082	0.33846542510674216	0.7225273536420722	0.33846542510674216	0.5817778142098082	0.33846542510674216	0.3037146509214855	3.2158626785792396e-07	0.522045776761016	0.6483443410015097	0.6483443410015097	0.031220927161230903	0.6483443410015097	0.6483443410015097	0.6483443410015097	0.7225273536420722
1667:0.7225273536420722	1.0	0.3037146509214855	0.522045776761016	0.522045776761016	0.0039858686921282905	0.3037146509214855	0.8973284370942841	0.522045776761016	0.8973284370942841	0.8973284370942841	0.8973284370942841	0.3037146509214855	0.8973284370942841	0.6483443410015097	0.8973284370942841	0.12766657029576647	0.5817778142098082	0.8973284370942841	0.8973284370942841	0.8051983240180706	0.4203503845086819	1.0	0.8051983240180706	0.46844652095263406	1.0	0.46844652095263406	0.8051983240180706	0.46844652095263406	0.4203503845086819	3.5838189737893544e-07	0.7225273536420722	0.8973284370942841	0.8973284370942841	0.03479319931320806	0.8973284370942841	0.8973284370942841	0.8973284370942841	1.0
50436:0.21944214299262663	0.3037146509214855	1.0	0.1585529508540077	0.1585529508540077	0.0023188899754337054	0.11455884399268769	0.2725317930340126	0.1585529508540077	0.2725317930340126	0.2725317930340126	0.2725317930340126	0.11455884399268769	0.2725317930340126	0.19691167520419406	0.2725317930340126	0.05980496069700671	0.21944214299262663	0.2725317930340126	0.2725317930340126	0.3037146509214855	0.12766657029576647	0.3037146509214855	0.2445505279017134	0.21944214299262663	0.3037146509214855	0.14227407158651353	0.2445505279017134	0.17669444575659674	0.19691167520419406	1.6788275299956603e-07	0.21944214299262663	0.2725317930340126	0.2725317930340126	0.013123728736940956	0.2725317930340126	0.2725317930340126	0.2725317930340126	0.3037146509214855
48777:0.3771923535631569	0.522045776761016	0.1585529508540077	1.0	0.33846542510674216	0.0032094147906577978	0.2445505279017134	0.46844652095263406	0.4203503845086819	0.46844652095263406	0.46844652095263406	0.46844652095263406	0.2445505279017134	0.46844652095263406	0.33846542510674216	0.46844652095263406	0.1027969084352864	0.3771923535631569	0.46844652095263406	0.46844652095263406	0.4203503845086819	0.33846542510674216	0.522045776761016	0.522045776761016	0.3037146509214855	0.522045776761016	0.3037146509214855	0.4203503845086819	0.3037146509214855	0.2725317930340126	4.450852500419419e-07	0.46844652095263406	0.46844652095263406	0.46844652095263406	0.028015425774221808	0.46844652095263406	0.46844652095263406	0.46844652095263406	0.522045776761016
10506:0.3771923535631569	0.522045776761016	0.1585529508540077	0.33846542510674216	1.0	0.0025842154105164654	0.2445505279017134	0.46844652095263406	0.33846542510674216	0.46844652095263406	0.46844652095263406	0.46844652095263406	0.19691167520419406	0.46844652095263406	0.33846542510674216	0.46844652095263406	0.08277189838633166	0.3037146509214855	0.46844652095263406	0.46844652095263406	0.4203503845086819	0.21944214299262663	0.522045776761016	0.4203503845086819	0.2445505279017134	0.522045776761016	0.3037146509214855	0.4203503845086819	0.2445505279017134	0.21944214299262663	3.5838189737893544e-07	0.5817778142098082	0.46844652095263406	0.46844652095263406	0.022557973880056054	0.46844652095263406	0.46844652095263406	0.5817778142098082	0.522045776761016
33293:0.0035766333239705167	0.0039858686921282905	0.0023188899754337054	0.0032094147906577978	0.0025842154105164654	1.0	0.0023188899754337054	0.0035766333239705167	0.0032094147906577978	0.0035766333239705167	0.0035766333239705167	0.0035766333239705167	0.0028798991580882404	0.0035766333239705167	0.0025842154105164654	0.0035766333239705167	0.0007848640813109316	0.0035766333239705167	0.0035766333239705167	0.0035766333239705167	0.0032094147906577978	0.0016754614373372446	0.0039858686921282905	0.0039858686921282905	0.0035766333239705167	0.0039858686921282905	0.004441928425934291	0.0032094147906577978	0.0023188899754337054	0.0025842154105164654	2.388536281840125e-08	0.0035766333239705167	0.0035766333239705167	0.004441928425934291	0.0012105667184486217	0.0035766333239705167	0.0035766333239705167	0.0035766333239705167	0.0039858686921282905
654:0.4203503845086819	0.3037146509214855	0.11455884399268769	0.2445505279017134	0.2445505279017134	0.0023188899754337054	1.0	0.2725317930340126	0.19691167520419406	0.2725317930340126	0.2725317930340126	0.2725317930340126	0.17669444575659674	0.2725317930340126	0.19691167520419406	0.2725317930340126	0.0481548541211964	0.21944214299262663	0.2725317930340126	0.2725317930340126	0.2445505279017134	0.12766657029576647	0.3037146509214855	0.2445505279017134	0.17669444575659674	0.3037146509214855	0.14227407158651353	0.2445505279017134	0.21944214299262663	0.12766657029576647	3.2158626785792396e-07	0.2725317930340126	0.2725317930340126	0.33846542510674216	0.031220927161230903	0.2725317930340126	0.2725317930340126	0.2725317930340126	0.3037146509214855
30861:0.6483443410015097	0.8973284370942841	0.2725317930340126	0.46844652095263406	0.46844652095263406	0.0035766333239705167	0.2725317930340126	1.0	0.46844652095263406	0.8051983240180706	0.8051983240180706	0.8051983240180706	0.2725317930340126	0.8051983240180706	0.5817778142098082	0.8051983240180706	0.11455884399268769	0.522045776761016	0.8051983240180706	0.8051983240180706	0.7225273536420722	0.3771923535631569	0.8973284370942841	0.7225273536420722	0.4203503845086819	0.8973284370942841	0.4203503845086819	0.7225273536420722	0.4203503845086819	0.3771923535631569	3.2158626785792396e-07	0.6483443410015097	0.8051983240180706	0.8051983240180706	0.031220927161230903	0.8051983240180706	0.8051983240180706	0.8051983240180706	0.8973284370942841
11153:0.3771923535631569	0.522045776761016	0.1585529508540077	0.4203503845086819	0.33846542510674216	0.0032094147906577978	0.19691167520419406	0.46844652095263406	1.0	0.46844652095263406	0.46844652095263406	0.46844652095263406	0.19691167520419406	0.46844652095263406	0.33846542510674216	0.46844652095263406	0.08277189838633166	0.3771923535631569	0.5817778142098082	0.46844652095263406	0.4203503845086819	0.21944214299262663	0.522045776761016	0.522045776761016	0.2445505279017134	0.522045776761016	0.3771923535631569	0.4203503845086819	0.2445505279017134	0.2725317930340126	3.5838189737893544e-07	0.46844652095263406	0.46844652095263406	0.46844652095263406	0.028015425774221808	0.5817778142098082	0.5817778142098082	0.46844652095263406	0.522045776761016
64149:0.6483443410015097	0.8973284370942841	0.2725317930340126	0.46844652095263406	0.46844652095263406	0.0035766333239705167	0.2725317930340126	0.8051983240180706	0.46844652095263406	1.0	0.8051983240180706	0.8051983240180706	0.2725317930340126	0.8051983240180706	0.5817778142098082	0.8051983240180706	0.11455884399268769	0.6483443410015097	0.8051983240180706	0.8051983240180706	0.7225273536420722	0.3771923535631569	0.8973284370942841	0.7225273536420722	0.522045776761016	0.8973284370942841	0.4203503845086819	0.7225273536420722	0.4203503845086819	0.3771923535631569	3.99387651793854e-07	0.6483443410015097	0.8051983240180706	0.8051983240180706	0.031220927161230903	0.8051983240180706	0.8051983240180706	0.8051983240180706	0.8973284370942841
